"FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","007033","Height of sensor above water surface","Height of sensor above water surface (set to missing to cancel the previous value)",,"Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","302056","Sea/water temperature","Sea surface temperature, method of measurement, and depth below sea surface",,"Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","008023","First-order statistics","First-order statistics (= 63; missing value)",,"Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Precipitation","004003","Day","Day (= 1)","(see Note 2)","Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Precipitation","004004","Hour","Hour (= 6)","(see Note 2)","Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Precipitation","004023","Time period or displacement","Time period (= number of days in the month)","(see Note 2)","Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Precipitation","007032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above marine deck platform","(see Note 3)","Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Precipitation","013060","Total accumulated precipitation","Total accumulated precipitation",,"Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Precipitation","013051","Frequency group, precipitation","Frequency group; precipitation",,"Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Precipitation","004053","Number of days with precipitation equal to or more than 1 mm","Number of days with precipitation equal to or more than 1 mm",,"Operational"
"308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Precipitation","007032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above marine deck platform (set to missing to cancel the previous value)",,"Operational"
"308012","(Monthly normals from an ocean weather station)",,"004001","Year","Year (of beginning of the reference period)",,"Operational"
"308012","(Monthly normals from an ocean weather station)",,"004001","Year","Year (of ending of the reference period)",,"Operational"
"308012","(Monthly normals from an ocean weather station)",,"004002","Month","Month",,"Operational"
"308012","(Monthly normals from an ocean weather station)",,"004003","Day","Day (= 1)","(see Note 1)","Operational"
"308012","(Monthly normals from an ocean weather station)",,"004004","Hour","Hour (= 0)","(see Note 1)","Operational"
"308012","(Monthly normals from an ocean weather station)",,"004074","Short time period or displacement","Short time displacement (= UTC - LST)","(see Note 1)","Operational"
"308012","(Monthly normals from an ocean weather station)",,"004022","Time period or displacement","Time period (= 1)",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","008023","First-order statistics","First-order statistics (= 4; mean value)",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","010051","Pressure reduced to mean sea level","Pressure reduced to mean sea level",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","007032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above marine deck platform (for temperature measurement)","(see Note 3)","Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","007033","Height of sensor above water surface","Height of sensor above water surface (for temperature measurement)","(see Note 3)","Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","012101","Temperature/air temperature","Temperature/air temperature",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","013004","Vapour pressure","Vapour pressure",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","007032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above marine deck platform (set to missing to cancel the previous value)",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","007033","Height of sensor above water surface","Height of sensor above water surface (set to missing to cancel the previous value)",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","302056","Sea/water temperature","Sea surface temperature, method of measurement, and depth below sea surface",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","008023","First-order statistics","First-order statistics (= 63; missing value)",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","004001","Year","Year (of beginning of the reference period)",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","004001","Year","Year (of ending of the reference period)",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","004002","Month","Month",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","004003","Day","Day (= 1)","(see Note 2)","Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","004004","Hour","Hour (= 6)","(see Note 2)","Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of monthly mean pressure, temperature, vapour pressure and sea/water temperature:","004022","Time period or displacement","Time period (= 1)",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of precipitation:","007032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above marine deck platform (for precipitation measurement)","(see Note 3)","Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of precipitation:","008023","First-order statistics","First-order statistics (= 4; mean value)",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of precipitation:","013060","Total accumulated precipitation","Total accumulated precipitation",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of precipitation:","004053","Number of days with precipitation equal to or more than 1 mm","Number of days with precipitation equal to or more than 1 mm",,"Operational"
"308012","(Monthly normals from an ocean weather station)","Normals of precipitation:","008023","First-order statistics","First-order statistics (= 63; missing value)",,"Operational"
"308013","(Representation of CLIMAT SHIP data of the actual month and for monthly normals)",,"308011","Monthly values from an ocean weather station - CLIMAT SHIP","Monthly values from an ocean weather station",,"Operational"
"308013","(Representation of CLIMAT SHIP data of the actual month and for monthly normals)",,"308012","Monthly normals from an ocean weather station","Monthly normals from an ocean weather station",,"Operational"
"309001","(Vertical wind profile)",,"301037","Land station for vertical soundings","Identification, etc. (land station, high accuracy position)",,"Operational"
"309001","(Vertical wind profile)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309001","(Vertical wind profile)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309001","(Vertical wind profile)",,"303011","Wind at height","Winds at heights",,"Operational"
"309002","(Vertical wind profile)",,"301038","Land station for vertical soundings","Identification, etc. (land station, coarse accuracy position)",,"Operational"
"309002","(Vertical wind profile)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309002","(Vertical wind profile)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309002","(Vertical wind profile)",,"303011","Wind at height","Winds at heights",,"Operational"
"309003","(Vertical wind profile)",,"301037","Land station for vertical soundings","Identification, etc. (land station, high accuracy position)",,"Operational"
"309003","(Vertical wind profile)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309003","(Vertical wind profile)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309003","(Vertical wind profile)",,"303012","Wind at pressure level","Winds at pressure levels",,"Operational"
"309004","(Vertical wind profile)",,"301038","Land station for vertical soundings","Identification, etc. (land station, coarse accuracy position)",,"Operational"
"309004","(Vertical wind profile)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309004","(Vertical wind profile)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309004","(Vertical wind profile)",,"303012","Wind at pressure level","Winds at pressure levels",,"Operational"
"309005","(Vertical sounding with relative humidity)",,"301037","Land station for vertical soundings","Identification, etc. (land station, high accuracy position)",,"Operational"
"309005","(Vertical sounding with relative humidity)",,"302004","General cloud information","Significant cloud information",,"Operational"
"309005","(Vertical sounding with relative humidity)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309005","(Vertical sounding with relative humidity)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309005","(Vertical sounding with relative humidity)",,"303013","Geopotential, temperature, humidity, wind at pressure level","Pressure, geopotential, temperature and wind data",,"Operational"
"309006","(Vertical sounding with relative humidity)",,"301038","Land station for vertical soundings","Identification, etc. (land station, coarse accuracy position)",,"Operational"
"309006","(Vertical sounding with relative humidity)",,"302004","General cloud information","Significant cloud information",,"Operational"
"309006","(Vertical sounding with relative humidity)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309006","(Vertical sounding with relative humidity)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309006","(Vertical sounding with relative humidity)",,"303013","Geopotential, temperature, humidity, wind at pressure level","Pressure, geopotential, temperature and wind data",,"Operational"
"309007","(Vertical sounding with dew-point data)",,"301037","Land station for vertical soundings","Identification, etc. (land station, high accuracy position)",,"Operational"
"309007","(Vertical sounding with dew-point data)",,"302004","General cloud information","Significant cloud information",,"Operational"
"309007","(Vertical sounding with dew-point data)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309007","(Vertical sounding with dew-point data)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309007","(Vertical sounding with dew-point data)",,"303014","Geopotential, temperature, dew-point temperature, wind at pressure level","Pressure, geopotential, temperature and wind data",,"Operational"
"309008","(Vertical sounding with dew-point data)",,"301038","Land station for vertical soundings","Identification, etc. (land station, coarse accuracy position)",,"Operational"
"309008","(Vertical sounding with dew-point data)",,"302004","General cloud information","Significant cloud information",,"Operational"
"309008","(Vertical sounding with dew-point data)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309008","(Vertical sounding with dew-point data)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309008","(Vertical sounding with dew-point data)",,"303014","Geopotential, temperature, dew-point temperature, wind at pressure level","Pressure, geopotential, temperature and wind data",,"Operational"
"309011","(Vertical wind profile)",,"301039","Ship for vertical soundings","Ship's identification, etc.",,"Operational"
"309011","(Vertical wind profile)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309011","(Vertical wind profile)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309011","(Vertical wind profile)",,"303011","Wind at height","Winds at heights",,"Operational"
"309012","(Vertical wind profile)",,"301039","Ship for vertical soundings","Ship's identification, etc.",,"Operational"
"309012","(Vertical wind profile)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309012","(Vertical wind profile)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309012","(Vertical wind profile)",,"303012","Wind at pressure level","Winds at pressure levels",,"Operational"
"309013","(Vertical sounding with relative humidity)",,"301039","Ship for vertical soundings","Ship's identification, etc.",,"Operational"
"309013","(Vertical sounding with relative humidity)",,"302004","General cloud information","Significant cloud information",,"Operational"
"309013","(Vertical sounding with relative humidity)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309013","(Vertical sounding with relative humidity)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309013","(Vertical sounding with relative humidity)",,"303013","Geopotential, temperature, humidity, wind at pressure level","Pressure, geopotential, temperature and wind data",,"Operational"
"309014","(Vertical sounding with dew-point data)",,"301039","Ship for vertical soundings","Ship's identification, etc.",,"Operational"
"309014","(Vertical sounding with dew-point data)",,"302004","General cloud information","Significant cloud information",,"Operational"
"309014","(Vertical sounding with dew-point data)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309014","(Vertical sounding with dew-point data)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309014","(Vertical sounding with dew-point data)",,"303014","Geopotential, temperature, dew-point temperature, wind at pressure level","Pressure, geopotential, temperature and wind data",,"Operational"
"309015","(Vertical wind profile)",,"301040","Ship for vertical soundings","Ship's identification, etc.",,"Operational"
"309015","(Vertical wind profile)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309015","(Vertical wind profile)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309015","(Vertical wind profile)",,"303011","Wind at height","Winds at heights",,"Operational"
"309016","(Vertical wind profile)",,"301040","Ship for vertical soundings","Ship's identification, etc.",,"Operational"
"309016","(Vertical wind profile)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309016","(Vertical wind profile)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309016","(Vertical wind profile)",,"303012","Wind at pressure level","Winds at pressure levels",,"Operational"
"309017","(Vertical sounding with relative humidity)",,"301040","Ship for vertical soundings","Ship's identification, etc.",,"Operational"
"309017","(Vertical sounding with relative humidity)",,"302004","General cloud information","Significant cloud information",,"Operational"
"309017","(Vertical sounding with relative humidity)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309017","(Vertical sounding with relative humidity)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309017","(Vertical sounding with relative humidity)",,"303013","Geopotential, temperature, humidity, wind at pressure level","Pressure, geopotential, temperature and wind data",,"Operational"
"309018","(Vertical sounding with dew-point data)",,"301040","Ship for vertical soundings","Ship's identification, etc.",,"Operational"
"309018","(Vertical sounding with dew-point data)",,"302004","General cloud information","Significant cloud information",,"Operational"
"309018","(Vertical sounding with dew-point data)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309018","(Vertical sounding with dew-point data)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309018","(Vertical sounding with dew-point data)",,"303014","Geopotential, temperature, dew-point temperature, wind at pressure level","Pressure, geopotential, temperature and wind data",,"Operational"
"309019","(Wind profiler - wind data sounding)",,"301031","Identification and type of station, date/time, location (high accuracy), height of station","Identification, etc.",,"Operational"
"309019","(Wind profiler - wind data sounding)",,"002003","Type of measuring equipment used","Type of measuring equipment used",,"Operational"
"309019","(Wind profiler - wind data sounding)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309019","(Wind profiler - wind data sounding)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309019","(Wind profiler - wind data sounding)",,"303011","Wind at height","Winds at heights",,"Operational"
"309020","(Wind profiler - Cartesian coordinates)",,"301031","Identification and type of station, date/time, location (high accuracy), height of station","Identification, etc.",,"Operational"
"309020","(Wind profiler - Cartesian coordinates)",,"002003","Type of measuring equipment used","Type of measuring equipment used",,"Operational"
"309020","(Wind profiler - Cartesian coordinates)",,"104000","Delayed replication of 4 descriptors","Delayed replication of 4 descriptors",,"Operational"
"309020","(Wind profiler - Cartesian coordinates)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309020","(Wind profiler - Cartesian coordinates)",,"007003","Geopotential","Geopotential",,"Operational"
"309020","(Wind profiler - Cartesian coordinates)",,"011003","u-component","u-component",,"Operational"
"309020","(Wind profiler - Cartesian coordinates)",,"011004","v-component","v-component",,"Operational"
"309020","(Wind profiler - Cartesian coordinates)",,"011005","w-component","w-component",,"Operational"
"309030","(Ozone sonde flight data)",,"015004","Ozone sounding correction factor (CF)","Ozone sounding correction factor",,"Operational"
"309030","(Ozone sonde flight data)",,"015005","Ozone p","Ozone p",,"Operational"
"309030","(Ozone sonde flight data)",,"104000","Delayed replication of 4 descriptors","Delayed replication of 4 descriptors",,"Operational"
"309030","(Ozone sonde flight data)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309030","(Ozone sonde flight data)",,"004015","Time increment","Time increment since launch time, if needed, in minutes",,"Operational"
"309030","(Ozone sonde flight data)",,"008006","Ozone vertical sounding significance","Ozone vertical sounding significance",,"Operational"
"309030","(Ozone sonde flight data)",,"007004","Pressure","Pressure",,"Operational"
"309030","(Ozone sonde flight data)",,"015003","Measured ozone partial pressure (sounding)","Measured ozone partial pressure",,"Operational"
"309031","(Ozone sonde flight data)",,"015004","Ozone sounding correction factor (CF)","Ozone sounding correction factor",,"Operational"
"309031","(Ozone sonde flight data)",,"015005","Ozone p","Ozone p",,"Operational"
"309031","(Ozone sonde flight data)",,"104000","Delayed replication of 4 descriptors","Delayed replication of 4 descriptors",,"Operational"
"309031","(Ozone sonde flight data)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"309031","(Ozone sonde flight data)",,"004025","Time period or displacement","Time displacement (since launch time) in minutes",,"Operational"
"309031","(Ozone sonde flight data)",,"008006","Ozone vertical sounding significance","Ozone vertical sounding significance",,"Operational"
"309031","(Ozone sonde flight data)",,"007004","Pressure","Pressure",,"Operational"
"309031","(Ozone sonde flight data)",,"015003","Measured ozone partial pressure (sounding)","Measured ozone partial pressure",,"Operational"
"309040","(Ozone sounding not coupled to a ground-based spectrophotometer)",,"301075","Sounding identification","Identification","<(see Note 2)>","Operational"
"309040","(Ozone sounding not coupled to a ground-based spectrophotometer)",,"301076","Ozone sounding instrumentation","Instrumentation",,"Operational"
"309040","(Ozone sounding not coupled to a ground-based spectrophotometer)",,"309030","Ozone sonde flight data","Ozone flight data",,"Operational"
"309041","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is a single value)",,"307041","Total ozone measurement from a Brewer ground-based spectrophotometer obtained from a single observation","Description of the ground-based part","<(see Note 2)>","Operational"
"309041","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is a single value)",,"301075","Sounding identification","Identification of the ozone sounding part",,"Operational"
"309041","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is a single value)",,"301076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
"309041","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is a single value)",,"309030","Ozone sonde flight data","Ozone flight data",,"Operational"
"309042","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"307042","Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations","Description of the ground-based part","<(see Note 2)>","Operational"
"309042","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"301075","Sounding identification","Identification of the ozone sounding part",,"Operational"
"309042","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"301076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
"309042","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"309030","Ozone sonde flight data","Ozone flight data",,"Operational"
"309043","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"307043","Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation","Description of the ground-based part","<(see Note 2)>","Operational"
"309043","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"301075","Sounding identification","Identification of the ozone sounding part",,"Operational"
"309043","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"301076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
"309043","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"309030","Ozone sonde flight data","Ozone flight data",,"Operational"
"309044","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"307044","Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations","Description of the ground-based part","<(see Note 2)>","Operational"
"309044","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"301075","Sounding identification","Identification of the ozone sounding part",,"Operational"
"309044","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"301076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
"309044","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"309030","Ozone sonde flight data","Ozone flight data",,"Operational"
"309045","(Ozone sounding not coupled to a ground-based spectrophotometer)",,"301075","Sounding identification","Identification",,"Operational"
"309045","(Ozone sounding not coupled to a ground-based spectrophotometer)",,"301076","Ozone sounding instrumentation","Instrumentation",,"Operational"
"309045","(Ozone sounding not coupled to a ground-based spectrophotometer)",,"309031","Ozone sonde flight data","Ozone flight data",,"Operational"
"309046","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is a single value)",,"307041","Total ozone measurement from a Brewer ground-based spectrophotometer obtained from a single observation","Description of the ground-based part",,"Operational"
"309046","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is a single value)",,"301075","Sounding identification","Identification of the ozone sounding part",,"Operational"
"309046","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is a single value)",,"301076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
"309046","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is a single value)",,"309031","Ozone sonde flight data","Ozone flight data",,"Operational"
"309047","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"307042","Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations","Description of the ground-based part",,"Operational"
"309047","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"301075","Sounding identification","Identification of the ozone sounding part",,"Operational"
"309047","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"301076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
"309047","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"309031","Ozone sonde flight data","Ozone flight data",,"Operational"
"309048","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"307043","Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation","Description of the ground-based part",,"Operational"
"309048","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"301075","Sounding identification","Identification of the ozone sounding part",,"Operational"
"309048","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"301076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
"309048","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"309031","Ozone sonde flight data","Ozone flight data",,"Operational"
"309049","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"307044","Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations","Description of the ground-based part",,"Operational"
"309049","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"301075","Sounding identification","Identification of the ozone sounding part",,"Operational"
"309049","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"301076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
"309049","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"309031","Ozone sonde flight data","Ozone flight data",,"Operational"
"309050","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",,"301110","Identification of launch site and instrumentation for wind measurements","Identification of launch site and instrumentation for wind measurements",,"Operational"
"309050","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",,"301113","Date/time of launch","Date/time of launch",,"Operational"
"309050","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",,"301114","Horizontal and vertical coordinates of launch site","Horizontal and vertical coordinates of launch site",,"Operational"
"309050","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309050","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",,"031002","Extended delayed descriptor replication factor","Extended delayed descriptor replication factor",,"Operational"
"309050","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",,"303050","Wind data at a pressure level with radiosonde position","Wind data at a pressure level",,"Operational"
"309050","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309050","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",,"031001","Delayed descriptor replication factor","Delayed descriptor replication factor",,"Operational"
"309050","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",,"303051","Wind shear data at a pressure level with radiosonde position","Wind shear data at a pressure level",,"Operational"
"309051","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",,"301110","Identification of launch site and instrumentation for wind measurements","Identification of launch site and instrumentation for wind measurements",,"Operational"
"309051","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",,"301113","Date/time of launch","Date/time of launch",,"Operational"
"309051","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",,"301114","Horizontal and vertical coordinates of launch site","Horizontal and vertical coordinates of launch site",,"Operational"
"309051","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309051","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",,"031002","Extended delayed descriptor replication factor","Extended delayed descriptor replication factor",,"Operational"
"309051","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",,"303052","Wind data at a height level with radiosonde position","Wind data at a height level",,"Operational"
"309051","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309051","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",,"031001","Delayed descriptor replication factor","Delayed descriptor replication factor",,"Operational"
"309051","(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",,"303053","Wind shear data at a height level with radiosonde position","Wind shear data at a height level",,"Operational"
