"FXY1","FXY2","Title_en","ElementName_en"
"301024","005002","(Latitude/longitude (coarse accuracy), height of station)","Latitude (coarse accuracy)"
"301024","006002","(Latitude/longitude (coarse accuracy), height of station)","Longitude (coarse accuracy)"
"301024","007001","(Latitude/longitude (coarse accuracy), height of station)","Height of station"
"301025","301023","(Latitude/longitude (coarse accuracy), day/time)","Latitude/longitude (coarse accuracy)"
"301025","004003","(Latitude/longitude (coarse accuracy), day/time)","Day"
"301025","301012","(Latitude/longitude (coarse accuracy), day/time)","Hour, minute"
"301026","301021","(Latitude/longitude (high accuracy), time period (day, hour, minute))","Latitude/longitude (high accuracy)"
"301026","004003","(Latitude/longitude (high accuracy), time period (day, hour, minute))","Day"
"301026","004003","(Latitude/longitude (high accuracy), time period (day, hour, minute))","Day"
"301026","004004","(Latitude/longitude (high accuracy), time period (day, hour, minute))","Hour"
"301026","004004","(Latitude/longitude (high accuracy), time period (day, hour, minute))","Hour"
"301026","004005","(Latitude/longitude (high accuracy), time period (day, hour, minute))","Minute"
"301026","004005","(Latitude/longitude (high accuracy), time period (day, hour, minute))","Minute"
"301027","008007","(Description of a feature in 3-D or 2-D)","Dimensional significance"
"301027","101000","(Description of a feature in 3-D or 2-D)","Delayed replication of 1 descriptor"
"301027","031001","(Description of a feature in 3-D or 2-D)","Delayed descriptor replication factor"
"301027","301028","(Description of a feature in 3-D or 2-D)","Horizontal section of a feature described as a polygon, circle, line or point"
"301027","008007","(Description of a feature in 3-D or 2-D)","Dimensional significance"
"301028","008040","(Horizontal section of a feature described as a polygon, circle, line or point)","Flight level significance"
"301028","033042","(Horizontal section of a feature described as a polygon, circle, line or point)","Type of limit represented by following value"
"301028","007010","(Horizontal section of a feature described as a polygon, circle, line or point)","Flight level"
"301028","101000","(Horizontal section of a feature described as a polygon, circle, line or point)","Delayed replication of 1 descriptor"
"301028","031002","(Horizontal section of a feature described as a polygon, circle, line or point)","Extended delayed descriptor replication factor"
"301028","301023","(Horizontal section of a feature described as a polygon, circle, line or point)","Latitude/longitude (coarse accuracy)"
"301028","019007","(Horizontal section of a feature described as a polygon, circle, line or point)","Effective radius of feature"
"301028","008040","(Horizontal section of a feature described as a polygon, circle, line or point)","Flight level significance"
"301029","001018","(Identification)","Short station or site name"
"301029","002001","(Identification)","Type of station"
"301029","301011","(Identification)","Year, month, day"
"301030","001018","(Identification - with physical location)","Short station or site name"
"301030","002001","(Identification - with physical location)","Type of station"
"301030","301011","(Identification - with physical location)","Year, month, day"
"301030","301024","(Identification - with physical location)","Latitude/longitude (coarse accuracy), height of station"
"301031","301001","(Identification and type of station, date/time, location (high accuracy), height of station)","WMO block and station numbers"
"301031","002001","(Identification and type of station, date/time, location (high accuracy), height of station)","Type of station"
"301031","301011","(Identification and type of station, date/time, location (high accuracy), height of station)","Year, month, day"
"301031","301012","(Identification and type of station, date/time, location (high accuracy), height of station)","Hour, minute"
"301031","301022","(Identification and type of station, date/time, location (high accuracy), height of station)","Latitude/longitude (high accuracy), height of station"
"301032","301001","(Identification and type of station, date/time, location (coarse accuracy), height of station)","WMO block and station numbers"
"301032","002001","(Identification and type of station, date/time, location (coarse accuracy), height of station)","Type of station"
"301032","301011","(Identification and type of station, date/time, location (coarse accuracy), height of station)","Year, month, day"
"301032","301012","(Identification and type of station, date/time, location (coarse accuracy), height of station)","Hour, minute"
"301032","301024","(Identification and type of station, date/time, location (coarse accuracy), height of station)","Latitude/longitude (coarse accuracy), height of station"
"301033","001005","(Buoy/platform - fixed)","Buoy/platform identifier"
"301033","002001","(Buoy/platform - fixed)","Type of station"
"301033","301011","(Buoy/platform - fixed)","Year, month, day"
"301033","301012","(Buoy/platform - fixed)","Hour, minute"
"301033","301021","(Buoy/platform - fixed)","Latitude/longitude (high accuracy)"
"301034","001005","(Buoy/platform - fixed)","Buoy/platform identifier"
"301034","002001","(Buoy/platform - fixed)","Type of station"
"301034","301011","(Buoy/platform - fixed)","Year, month, day"
"301034","301012","(Buoy/platform - fixed)","Hour, minute"
"301034","301023","(Buoy/platform - fixed)","Latitude/longitude (coarse accuracy)"
"301035","001005","(Buoy/platform - moving) (see Note 8)","Buoy/platform identifier"
"301035","001012","(Buoy/platform - moving)","Direction of motion of moving observing platform"
"301035","001013","(Buoy/platform - moving)","Speed of motion of moving observing platform"
"301035","002001","(Buoy/platform - moving)","Type of station"
"301035","301011","(Buoy/platform - moving)","Year, month, day"
"301035","301012","(Buoy/platform - moving)","Hour, minute"
"301035","301023","(Buoy/platform - moving)","Latitude/longitude (coarse accuracy)"
"301036","301003","(Ship)","Ship's call sign and motion"
"301036","002001","(Ship)","Type of station"
"301036","301011","(Ship)","Year, month, day"
"301036","301012","(Ship)","Hour, minute"
"301036","301023","(Ship)","Latitude/longitude (coarse accuracy)"
"301037","301001","(Land station for vertical soundings)","WMO block and station numbers"
"301037","002011","(Land station for vertical soundings)","Radiosonde type"
"301037","002012","(Land station for vertical soundings)","Radiosonde computational method"
"301037","301011","(Land station for vertical soundings)","Year, month, day"
"301037","301012","(Land station for vertical soundings)","Hour, minute"
"301037","301022","(Land station for vertical soundings)","Latitude/longitude (high accuracy), height of station"
"301038","301001","(Land station for vertical soundings)","WMO block and station numbers"
"301038","002011","(Land station for vertical soundings)","Radiosonde type"
"301038","002012","(Land station for vertical soundings)","Radiosonde computational method"
"301038","301011","(Land station for vertical soundings)","Year, month, day"
"301038","301012","(Land station for vertical soundings)","Hour, minute"
"301038","301024","(Land station for vertical soundings)","Latitude/longitude (coarse accuracy), height of station"
"301039","301003","(Ship for vertical soundings)","Ship's call sign and motion"
"301039","002011","(Ship for vertical soundings)","Radiosonde type"
"301039","002012","(Ship for vertical soundings)","Radiosonde computational method"
"301039","301011","(Ship for vertical soundings)","Year, month, day"
"301039","301012","(Ship for vertical soundings)","Hour, minute"
"301039","301023","(Ship for vertical soundings)","Latitude/longitude (coarse accuracy)"
"301040","301003","(Ship for vertical soundings)","Ship's call sign and motion"
"301040","002011","(Ship for vertical soundings)","Radiosonde type"
"301040","002012","(Ship for vertical soundings)","Radiosonde computational method"
"301040","301011","(Ship for vertical soundings)","Year, month, day"
"301040","301012","(Ship for vertical soundings)","Hour, minute"
"301040","301024","(Ship for vertical soundings)","Latitude/longitude (coarse accuracy), height of station"
"301041","001007","(Satellite identifier, instrument, data-processing technique, date/time)","Satellite identifier"
"301041","002021","(Satellite identifier, instrument, data-processing technique, date/time)","Satellite instrument data used in processing"
"301041","002022","(Satellite identifier, instrument, data-processing technique, date/time)","Satellite data-processing technique used"
"301041","301011","(Satellite identifier, instrument, data-processing technique, date/time)","Year, month, day"
"301041","301012","(Satellite identifier, instrument, data-processing technique, date/time)","Hour, minute"
"301042","301041","(Satellite identifier, instrument, data-processing technique, date/time, location)","Satellite identifier, instrument, data-processing technique, date/time"
"301042","301021","(Satellite identifier, instrument, data-processing technique, date/time, location)","Latitude/longitude (high accuracy)"
"301043","001007","(Satellite identifier, wind computation method, date/time, location)","Satellite identifier"
"301043","002023","(Satellite identifier, wind computation method, date/time, location)","Satellite-derived wind computation method"
"301043","301011","(Satellite identifier, wind computation method, date/time, location)","Year, month, day"
"301043","301013","(Satellite identifier, wind computation method, date/time, location)","Hour, minute, second"
"301043","301021","(Satellite identifier, wind computation method, date/time, location)","Latitude/longitude (high accuracy)"
"301044","001007","(Satellite identifier, humidity computation method, date/time, location)","Satellite identifier"
"301044","002024","(Satellite identifier, humidity computation method, date/time, location)","Integrated mean humidity computational method"
"301044","301011","(Satellite identifier, humidity computation method, date/time, location)","Year, month, day"
"301044","301013","(Satellite identifier, humidity computation method, date/time, location)","Hour, minute, second"
"301044","301021","(Satellite identifier, humidity computation method, date/time, location)","Latitude/longitude (high accuracy)"
"301045","301011","(Satellite location and velocity)","Year, month, day"
"301045","301012","(Satellite location and velocity)","Hour, minute"
"301045","201138","(Satellite location and velocity)","Change data width"
"301045","202131","(Satellite location and velocity)","Change scale"
"301045","004006","(Satellite location and velocity)","Second"
"301045","201000","(Satellite location and velocity)","Change data width"
"301045","202000","(Satellite location and velocity)","Change scale"
"301045","304030","(Satellite location and velocity)","Location of platform"
"301045","304031","(Satellite location and velocity)","Speed of platform"
"301046","001007","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Satellite identifier"
"301046","001012","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Direction of motion of moving observing platform"
"301046","002048","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Satellite sensor indicator"
"301046","021119","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Wind scatterometer geophysical model function"
"301046","025060","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Software identification"
"301046","202124","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Change scale"
"301046","002026","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Cross-track resolution"
"301046","002027","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Along-track resolution"
"301046","202000","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Change scale"
"301046","005040","(Satellite identifier, direction of motion, sensor, model function, software, resolution)","Orbit number"
"301047","001007","(ERS product header)","Satellite identifier"
"301047","025060","(ERS product header)","Software identification"
"301047","001033","(ERS product header)","Identification of originating/generating centre"
"301047","001034","(ERS product header)","Identification of originating/generating sub-centre"
"301047","001012","(ERS product header)","Direction of motion of moving observing platform"
"301047","301045","(ERS product header)","Satellite location and velocity"
"301047","002021","(ERS product header)","Satellite instrument data used in processing"
"301047","301011","(ERS product header)","Year, month, day"
"301047","301012","(ERS product header)","Hour, minute"
"301047","201138","(ERS product header)","Change data width"
"301047","202131","(ERS product header)","Change scale"
"301047","004006","(ERS product header)","Second"
"301047","201000","(ERS product header)","Change data width"
"301047","202000","(ERS product header)","Change scale"
"301047","301023","(ERS product header)","Latitude/longitude (coarse accuracy)"
"301048","002104","(Radar parameters)","Antenna polarization"
"301048","002121","(Radar parameters)","Mean frequency"
"301048","002113","(Radar parameters)","Number of azimuth looks"
"301048","002026","(Radar parameters)","Cross-track resolution"
"301048","002027","(Radar parameters)","Along-track resolution"
"301048","002111","(Radar parameters)","Radar incidence angle"
"301048","002140","(Radar parameters)","Satellite radar beam azimuth angle"
"301048","202127","(Radar parameters)","Change scale"
"301048","001013","(Radar parameters)","Speed of motion of moving observing platform"
"301048","202126","(Radar parameters)","Change scale"
"301048","007001","(Radar parameters)","Height of station"
"301048","202000","(Radar parameters)","Change scale"
"301048","025010","(Radar parameters)","Clutter treatment"
"301048","021064","(Radar parameters)","Clutter noise estimate"
"301049","002111","(Radar beam data)","Radar incidence angle"
"301049","002112","(Radar beam data)","Radar look angle"
"301049","021062","(Radar beam data)","Backscatter"
"301049","021063","(Radar beam data)","Radiometric resolution (noise value)"
"301049","021065","(Radar beam data)","Missing packet counter"
"301051","001006","(Flight number, navigational system, date/time, location, phase of flight)","Aircraft flight number"
"301051","002061","(Flight number, navigational system, date/time, location, phase of flight)","Aircraft navigational system"
"301051","301011","(Flight number, navigational system, date/time, location, phase of flight)","Year, month, day"
"301051","301012","(Flight number, navigational system, date/time, location, phase of flight)","Hour, minute"
"301051","301021","(Flight number, navigational system, date/time, location, phase of flight)","Latitude/longitude (high accuracy)"
"301051","008004","(Flight number, navigational system, date/time, location, phase of flight)","Phase of aircraft flight"
"301055","001005","(Identification and type of station, date/time, location (high accuracy), movement)","Buoy/platform identifier"
"301055","002001","(Identification and type of station, date/time, location (high accuracy), movement)","Type of station"
"301055","301011","(Identification and type of station, date/time, location (high accuracy), movement)","Year, month, day"
"301055","301012","(Identification and type of station, date/time, location (high accuracy), movement)","Hour, minute"
"301055","301021","(Identification and type of station, date/time, location (high accuracy), movement)","Latitude/longitude (high accuracy)"
"301055","001012","(Identification and type of station, date/time, location (high accuracy), movement)","Direction of motion of moving observing platform"
"301055","001014","(Identification and type of station, date/time, location (high accuracy), movement)","Platform drift speed (high precision)"
"301056","001087","(Sequence for platform identification, type, time and location of the observation report)","WMO marine observing platform extended identifier"
"301056","001011","(Sequence for platform identification, type, time and location of the observation report)","Ship or mobile land station identifier"
"301056","001015","(Sequence for platform identification, type, time and location of the observation report)","Station or site name"
"301056","002008","(Sequence for platform identification, type, time and location of the observation report)","Type of offshore platform"
"301056","002001","(Sequence for platform identification, type, time and location of the observation report)","Type of station"
"301056","301011","(Sequence for platform identification, type, time and location of the observation report)","Year, month, day"
"301056","301012","(Sequence for platform identification, type, time and location of the observation report)","Hour, minute"
"301056","301021","(Sequence for platform identification, type, time and location of the observation report)","Latitude/longitude (high accuracy)"
"301056","007030","(Sequence for platform identification, type, time and location of the observation report)","Height of station ground above mean sea level"
"301056","007031","(Sequence for platform identification, type, time and location of the observation report)","Height of barometer above mean sea level"
"301058","301011","(Universal lightning event)","Year, month, day"
"301058","301012","(Universal lightning event)","Hour, minute"
"301058","201152","(Universal lightning event)","Change data width"
"301058","202135","(Universal lightning event)","Change scale"
"301058","004006","(Universal lightning event)","Second"
"301058","202000","(Universal lightning event)","Change scale"
"301058","201000","(Universal lightning event)","Change data width"
"301058","301021","(Universal lightning event)","Latitude/longitude (high accuracy)"
"301058","020111","(Universal lightning event)","x-axis error ellipse major component"
"301058","020112","(Universal lightning event)","y-axis error ellipse minor component"
"301058","020113","(Universal lightning event)","z-axis error ellipse component"
"301058","020114","(Universal lightning event)","Angle of x-axis in error ellipse"
"301058","020115","(Universal lightning event)","Angle of z-axis in error ellipse"
"301058","020116","(Universal lightning event)","Emission height of cloud stroke"
"301058","020117","(Universal lightning event)","Amplitude of lightning strike"
"301058","020118","(Universal lightning event)","Lightning detection error"
"301058","020119","(Universal lightning event)","Lightning discharge polarity"
"301058","025035","(Universal lightning event)","Decision method for polarity"
"301058","020121","(Universal lightning event)","Threshold value for polarity decision"
"301058","020122","(Universal lightning event)","Threshold value for polarity decision"
"301058","020123","(Universal lightning event)","Minimum threshold for detection"
"301058","020124","(Universal lightning event)","Lightning stroke or flash"
"301058","025175","(Universal lightning event)","Modified residual"
"301058","020023","(Universal lightning event)","Other weather phenomena"
"301058","025063","(Universal lightning event)","Central processor or system identifier"
"301058","202136","(Universal lightning event)","Change scale"
"301058","201136","(Universal lightning event)","Change data width"
"301058","002121","(Universal lightning event)","Mean frequency"
"301058","201000","(Universal lightning event)","Change data width"
"301058","202000","(Universal lightning event)","Change scale"
"301058","025061","(Universal lightning event)","Software identification and version number"
"301058","002184","(Universal lightning event)","Type of lightning detection sensor"
"301058","002189","(Universal lightning event)","Capability to discriminate lightning strikes"
"301058","025036","(Universal lightning event)","Atmospherics location method"
"301058","101000","(Universal lightning event)","Delayed replication of 1 descriptor"
"301058","031002","(Universal lightning event)","Extended delayed descriptor replication factor"
"301058","301059","(Universal lightning event)","Identification of sensor site and instrumentation"
"301059","301021","(Identification of sensor site and instrumentation)","Latitude/longitude (high accuracy)"
"301059","007030","(Identification of sensor site and instrumentation)","Height of station ground above mean sea level"
"301059","007032","(Identification of sensor site and instrumentation)","Height of sensor above local ground (or deck of marine platform)"
"301062","101000","(Radar location(s))","Delayed replication of 1 descriptor"
"301062","031001","(Radar location(s))","Delayed descriptor replication factor"
"301062","301001","(Radar location(s))","WMO block and station numbers"
"301065","001006","(ACARS identification)","Aircraft flight number"
"301065","001008","(ACARS identification)","Aircraft registration number or other identification"
"301065","002001","(ACARS identification)","Type of station"
"301065","002002","(ACARS identification)","Type of instrumentation for wind measurement"
"301065","002005","(ACARS identification)","Precision of temperature observation"
"301065","002062","(ACARS identification)","Type of aircraft data relay system"
"301065","002070","(ACARS identification)","Original specification of latitude/longitude"
"301065","002065","(ACARS identification)","ACARS ground-receiving station"
"301066","301011","(ACARS location)","Year, month, day"
"301066","301013","(ACARS location)","Hour, minute, second"
"301066","301023","(ACARS location)","Latitude/longitude (coarse accuracy)"
"301066","007004","(ACARS location)","Pressure"
"301066","002064","(ACARS location)","Aircraft roll angle quality"
"301066","008004","(ACARS location)","Phase of aircraft flight"
"301070","002143","(Ozone instrumentation - Brewer spectrophotometer)","Ozone instrument type"
"301070","002142","(Ozone instrumentation - Brewer spectrophotometer)","Ozone instrument serial number/identification"
"301070","002144","(Ozone instrumentation - Brewer spectrophotometer)","Light source type for Brewer spectrophotometer"
"301071","001007","(Satellite identifier/Generating resolution)","Satellite identifier"
"301071","001031","(Satellite identifier/Generating resolution)","Identification of originating/generating centre"
"301071","002020","(Satellite identifier/Generating resolution)","Satellite classification"
"301071","002028","(Satellite identifier/Generating resolution)","Segment size at nadir in x-direction"
"301071","002029","(Satellite identifier/Generating resolution)","Segment size at nadir in y-direction"
"301072","301071","(Satellite identification)","Satellite identifier/Generating resolution"
"301072","301011","(Satellite identification)","Year, month, day"
"301072","301013","(Satellite identification)","Hour, minute, second"
"301072","301021","(Satellite identification)","Latitude/longitude (high accuracy)"
"301074","002143","(Ozone instrumentation - Dobson spectrophotometer)","Ozone instrument type"
"301074","002142","(Ozone instrumentation - Dobson spectrophotometer)","Ozone instrument serial number/identification"
"301074","002145","(Ozone instrumentation - Dobson spectrophotometer)","Wavelength setting for Dobson instruments"
"301074","002146","(Ozone instrumentation - Dobson spectrophotometer)","Source conditions for Dobson instruments"
"301075","301001","(Sounding identification)","WMO block and station numbers"
"301075","001015","(Sounding identification)","Station or site name"
"301075","301024","(Sounding identification)","Latitude/longitude (coarse accuracy), height of station"
"301075","008021","(Sounding identification)","Time significance"
"301075","301011","(Sounding identification)","Year, month, day"
"301075","301012","(Sounding identification)","Hour, minute"
"301076","002011","(Ozone sounding instrumentation)","Radiosonde type"
"301076","002143","(Ozone sounding instrumentation)","Ozone instrument type"
"301076","002142","(Ozone sounding instrumentation)","Ozone instrument serial number/identification"
"301089","001101","(National station identification)","State identifier"
"301089","001102","(National station identification)","National station number"
"301090","301004","(Surface station identification; time, horizontal and vertical coordinates)","Surface station identification"
"301090","301011","(Surface station identification; time, horizontal and vertical coordinates)","Year, month, day"
"301090","301012","(Surface station identification; time, horizontal and vertical coordinates)","Hour, minute"
"301090","301021","(Surface station identification; time, horizontal and vertical coordinates)","Latitude/longitude (high accuracy)"
"301090","007030","(Surface station identification; time, horizontal and vertical coordinates)","Height of station ground above mean sea level"
"301090","007031","(Surface station identification; time, horizontal and vertical coordinates)","Height of barometer above mean sea level"
"301091","002180","(Surface station instrumentation)","Main present weather detecting system"
"301091","002181","(Surface station instrumentation)","Supplementary present weather sensor"
"301091","002182","(Surface station instrumentation)","Visibility measurement system"
"301091","002183","(Surface station instrumentation)","Cloud detection system"
"301091","002184","(Surface station instrumentation)","Type of lightning detection sensor"
"301091","002179","(Surface station instrumentation)","Type of sky condition algorithm"
"301091","002186","(Surface station instrumentation)","Capability to detect precipitation phenomena"
"301091","002187","(Surface station instrumentation)","Capability to detect other weather phenomena"
"301091","002188","(Surface station instrumentation)","Capability to detect obscuration"
"301091","002189","(Surface station instrumentation)","Capability to discriminate lightning strikes"
"301092","001011","(Mobile surface station identification, date/time, horizontal and vertical coordinates)","Ship or mobile land station identifier"
"301092","001003","(Mobile surface station identification, date/time, horizontal and vertical coordinates)","WMO Region number/geographical area"
"301092","002001","(Mobile surface station identification, date/time, horizontal and vertical coordinates)","Type of station"
"301092","301011","(Mobile surface station identification, date/time, horizontal and vertical coordinates)","Year, month, day"
"301092","301012","(Mobile surface station identification, date/time, horizontal and vertical coordinates)","Hour, minute"
"301092","301021","(Mobile surface station identification, date/time, horizontal and vertical coordinates)","Latitude/longitude (high accuracy)"
"301092","007030","(Mobile surface station identification, date/time, horizontal and vertical coordinates)","Height of station ground above mean sea level"
"301092","007031","(Mobile surface station identification, date/time, horizontal and vertical coordinates)","Height of barometer above mean sea level"
"301092","033024","(Mobile surface station identification, date/time, horizontal and vertical coordinates)","Station elevation quality mark (for mobile stations)"
"301093","301036","(Ship identification, movement, date/time, horizontal and vertical coordinates)","Ship"
"301093","007030","(Ship identification, movement, date/time, horizontal and vertical coordinates)","Height of station ground above mean sea level"
"301093","007031","(Ship identification, movement, date/time, horizontal and vertical coordinates)","Height of barometer above mean sea level"
"301110","301001","(Identification of launch site and instrumentation for wind measurements)","WMO block and station numbers"
"301110","001011","(Identification of launch site and instrumentation for wind measurements)","Ship or mobile land station identifier"
"301110","002011","(Identification of launch site and instrumentation for wind measurements)","Radiosonde type"
"301110","002014","(Identification of launch site and instrumentation for wind measurements)","Tracking technique/status of system used"
"301110","002003","(Identification of launch site and instrumentation for wind measurements)","Type of measuring equipment used"
"301111","301001","(Identification of launch site and instrumentation for P, T, U and wind measurements)","WMO block and station numbers"
"301111","001011","(Identification of launch site and instrumentation for P, T, U and wind measurements)","Ship or mobile land station identifier"
"301111","002011","(Identification of launch site and instrumentation for P, T, U and wind measurements)","Radiosonde type"
"301111","002013","(Identification of launch site and instrumentation for P, T, U and wind measurements)","Solar and infrared radiation correction"
"301111","002014","(Identification of launch site and instrumentation for P, T, U and wind measurements)","Tracking technique/status of system used"
"301111","002003","(Identification of launch site and instrumentation for P, T, U and wind measurements)","Type of measuring equipment used"
"301112","001006","(Identification of launch point and instrumentation of dropsonde)","Aircraft flight number"
"301112","002011","(Identification of launch point and instrumentation of dropsonde)","Radiosonde type"
"301112","002013","(Identification of launch point and instrumentation of dropsonde)","Solar and infrared radiation correction"
"301112","002014","(Identification of launch point and instrumentation of dropsonde)","Tracking technique/status of system used"
"301112","002003","(Identification of launch point and instrumentation of dropsonde)","Type of measuring equipment used"
"301113","008021","(Date/time of launch) (see Note 11)","Time significance"
"301113","301011","(Date/time of launch)","Year, month, day"
"301113","301013","(Date/time of launch)","Hour, minute, second"
"301114","301021","(Horizontal and vertical coordinates of launch site)","Latitude/longitude (high accuracy)"
"301114","007030","(Horizontal and vertical coordinates of launch site)","Height of station ground above mean sea level"
"301114","007031","(Horizontal and vertical coordinates of launch site)","Height of barometer above mean sea level"
"301114","007007","(Horizontal and vertical coordinates of launch site)","Height"
"301114","033024","(Horizontal and vertical coordinates of launch site)","Station elevation quality mark (for mobile stations)"
"301120","301001","(Radiosonde abbreviated header and launch information)","WMO block and station numbers"
"301120","001094","(Radiosonde abbreviated header and launch information)","WBAN number"
"301120","002011","(Radiosonde abbreviated header and launch information)","Radiosonde type"
"301120","301121","(Radiosonde abbreviated header and launch information)","Radiosonde launch point location"
"301121","008041","(Radiosonde launch point location)","Data significance"
"301121","301122","(Radiosonde launch point location)","Date/time (to hundredths of second)"
"301121","301021","(Radiosonde launch point location)","Latitude/longitude (high accuracy)"
"301121","007031","(Radiosonde launch point location)","Height of barometer above mean sea level"
"301121","007007","(Radiosonde launch point location)","Height"
"301122","301011","(Date/time (to hundredths of second)) (see Note 11)","Year, month, day"
"301122","301012","(Date/time (to hundredths of second))","Hour, minute"
"301122","201135","(Date/time (to hundredths of second))","Change data width"
"301122","202130","(Date/time (to hundredths of second))","Change scale"
"301122","004006","(Date/time (to hundredths of second))","Second"
"301122","202000","(Date/time (to hundredths of second))","Change scale"
"301122","201000","(Date/time (to hundredths of second))","Change data width"
"301123","102002","(Radiosonde full header information)","Replicate 2 descriptors 2 times"
"301123","008041","(Radiosonde full header information)","Data significance"
"301123","001062","(Radiosonde full header information)","Short ICAO location indicator"
"301123","301001","(Radiosonde full header information)","WMO block and station numbers"
"301123","001094","(Radiosonde full header information)","WBAN number"
"301123","002011","(Radiosonde full header information)","Radiosonde type"
"301123","001018","(Radiosonde full header information)","Short station or site name"
"301123","001095","(Radiosonde full header information)","Observer identification"
"301123","025061","(Radiosonde full header information)","Software identification and version number"
"301123","025068","(Radiosonde full header information)","Number of archive recomputes"
"301123","001082","(Radiosonde full header information)","Radiosonde ascension number"
"301123","001083","(Radiosonde full header information)","Radiosonde release number"
"301123","001081","(Radiosonde full header information)","Radiosonde serial number"
"301123","002067","(Radiosonde full header information)","Radiosonde operating frequency"
"301123","002066","(Radiosonde full header information)","Radiosonde ground receiving system"
"301123","002014","(Radiosonde full header information)","Tracking technique/status of system used"
"301123","025067","(Radiosonde full header information)","Radiosonde release point pressure correction"
"301123","025065","(Radiosonde full header information)","Orientation correction (azimuth)"
"301123","025066","(Radiosonde full header information)","Orientation correction (elevation)"
"301123","002095","(Radiosonde full header information)","Type of pressure sensor"
"301123","002096","(Radiosonde full header information)","Type of temperature sensor"
"301123","002097","(Radiosonde full header information)","Type of humidity sensor"
"301123","002016","(Radiosonde full header information)","Radiosonde configuration"
