"FXY","CodeFigure","EntryName_en","EntryName_sub1_en","EntryName_sub2_en","Note_en"
"033238","26","NOT DEFINED",,,
"033238","27","NOT DEFINED",,,
"033238","28","NOT DEFINED",,,
"033238","29","NOT DEFINED",,,
"033238","30","NOT DEFINED",,,
"033239","1","NOT DEFINED",,,
"033239","2","NOT DEFINED",,,
"033239","3","NOT DEFINED",,,
"033239","4","NOT DEFINED",,,
"033239","5","NOT DEFINED",,,
"033239","6","NOT DEFINED",,,
"033239","7","NOT DEFINED",,,
"033239","8","NOT DEFINED",,,
"033239","9","NOT DEFINED",,,
"033239","10","NOT DEFINED",,,
"033239","11","NOT DEFINED",,,
"033239","12","NOT DEFINED",,,
"033239","13","NOT DEFINED",,,
"033239","14","NOT DEFINED",,,
"033239","15","NOT DEFINED",,,
"033239","16","NOT DEFINED",,,
"033239","17","NOT DEFINED",,,
"033239","18","NOT DEFINED",,,
"033239","19","NOT DEFINED",,,
"033239","20","NOT DEFINED",,,
"033239","21","NOT DEFINED",,,
"033239","22","NOT DEFINED",,,
"033239","23","NOT DEFINED",,,
"033239","24","NOT DEFINED",,,
"033239","25","NOT DEFINED",,,
"033239","26","NOT DEFINED",,,
"033239","27","NOT DEFINED",,,
"033239","28","NOT DEFINED",,,
"033239","29","NOT DEFINED",,,
"033239","30","NOT DEFINED",,,
"033240","1","NOT DEFINED",,,
"033240","2","NOT DEFINED",,,
"033240","3","NOT DEFINED",,,
"033240","4","NOT DEFINED",,,
"033240","5","NOT DEFINED",,,
"033240","6","NOT DEFINED",,,
"033240","7","NOT DEFINED",,,
"033240","8","NOT DEFINED",,,
"033240","9","NOT DEFINED",,,
"033240","10","NOT DEFINED",,,
"033240","11","NOT DEFINED",,,
"033240","12","NOT DEFINED",,,
"033240","13","NOT DEFINED",,,
"033240","14","NOT DEFINED",,,
"033240","15","NOT DEFINED",,,
"033240","16","NOT DEFINED",,,
"033240","17","NOT DEFINED",,,
"033240","18","NOT DEFINED",,,
"033240","19","NOT DEFINED",,,
"033240","20","NOT DEFINED",,,
"033240","21","NOT DEFINED",,,
"033240","22","NOT DEFINED",,,
"033240","23","NOT DEFINED",,,
"033240","24","NOT DEFINED",,,
"033240","25","NOT DEFINED",,,
"033240","26","NOT DEFINED",,,
"033240","27","NOT DEFINED",,,
"033240","28","NOT DEFINED",,,
"033240","29","NOT DEFINED",,,
"033240","30","NOT DEFINED",,,
"033243","1","NOT DEFINED",,,
"033243","2","NOT DEFINED",,,
"033243","3","NOT DEFINED",,,
"033243","4","NOT DEFINED",,,
"033243","5","NOT DEFINED",,,
"033243","6","NOT DEFINED",,,
"033243","7","NOT DEFINED",,,
"033243","8","NOT DEFINED",,,
"033243","9","NOT DEFINED",,,
"033243","10","NOT DEFINED",,,
"033243","11","NOT DEFINED",,,
"033243","12","NOT DEFINED",,,
"033243","13","NOT DEFINED",,,
"033243","14","NOT DEFINED",,,
"033243","15","NOT DEFINED",,,
"033243","16","NOT DEFINED",,,
"033243","17","NOT DEFINED",,,
"033243","18","NOT DEFINED",,,
"033243","19","NOT DEFINED",,,
"033243","20","NOT DEFINED",,,
"033243","21","NOT DEFINED",,,
"033243","22","NOT DEFINED",,,
"033243","23","NOT DEFINED",,,
"033243","24","NOT DEFINED",,,
"033243","25","NOT DEFINED",,,
"033243","26","NOT DEFINED",,,
"033243","27","NOT DEFINED",,,
"033243","28","NOT DEFINED",,,
"033243","29","NOT DEFINED",,,
"033243","30","NOT DEFINED",,,
"033244","1","NOT DEFINED",,,
"033244","2","NOT DEFINED",,,
"033244","3","NOT DEFINED",,,
"033244","4","NOT DEFINED",,,
"033244","5","NOT DEFINED",,,
"033244","6","NOT DEFINED",,,
"033244","7","NOT DEFINED",,,
"033244","8","NOT DEFINED",,,
"033244","9","NOT DEFINED",,,
"033244","10","NOT DEFINED",,,
"033244","11","NOT DEFINED",,,
"033244","12","NOT DEFINED",,,
"033244","13","NOT DEFINED",,,
"033244","14","NOT DEFINED",,,
"033244","15","NOT DEFINED",,,
"033244","16","NOT DEFINED",,,
"033244","17","NOT DEFINED",,,
"033244","18","NOT DEFINED",,,
"033244","19","NOT DEFINED",,,
"033244","20","NOT DEFINED",,,
"033244","21","NOT DEFINED",,,
"033244","22","NOT DEFINED",,,
"033244","23","NOT DEFINED",,,
"033244","24","NOT DEFINED",,,
"033244","25","NOT DEFINED",,,
"033244","26","NOT DEFINED",,,
"033244","27","NOT DEFINED",,,
"033244","28","NOT DEFINED",,,
"033244","29","NOT DEFINED",,,
"033244","30","NOT DEFINED",,,
"033245","1","NOT DEFINED",,,
"033245","2","NOT DEFINED",,,
"033245","3","NOT DEFINED",,,
"033245","4","NOT DEFINED",,,
"033245","5","NOT DEFINED",,,
"033245","6","NOT DEFINED",,,
"033245","7","NOT DEFINED",,,
"033245","8","NOT DEFINED",,,
"033245","9","NOT DEFINED",,,
"033245","10","NOT DEFINED",,,
"033245","11","NOT DEFINED",,,
"033245","12","NOT DEFINED",,,
"033245","13","NOT DEFINED",,,
"033245","14","NOT DEFINED",,,
"033245","15","NOT DEFINED",,,
"033245","16","NOT DEFINED",,,
"033245","17","NOT DEFINED",,,
"033245","18","NOT DEFINED",,,
"033245","19","NOT DEFINED",,,
"033245","20","NOT DEFINED",,,
"033245","21","NOT DEFINED",,,
"033245","22","NOT DEFINED",,,
"033245","23","NOT DEFINED",,,
"033245","24","NOT DEFINED",,,
"033245","25","NOT DEFINED",,,
"033245","26","NOT DEFINED",,,
"033245","27","NOT DEFINED",,,
"033245","28","LAYER FORMED BY SUMMING UP",,,
"033245","29","LAYER FORMED BY THINNING UP",,,
"033245","30","NOT PREDEFINED LAYER",,,
"033246","1","NOT DEFINED",,,
"033246","2","NOT DEFINED",,,
"033246","3","NOT DEFINED",,,
"033246","4","NOT DEFINED",,,
"033246","5","NOT DEFINED",,,
"033246","6","NOT DEFINED",,,
"033246","7","NOT DEFINED",,,
"033246","8","NOT DEFINED",,,
"033246","9","NOT DEFINED",,,
"033246","10","NOT DEFINED",,,
"033246","11","NOT DEFINED",,,
"033246","12","NOT DEFINED",,,
"033246","13","NOT DEFINED",,,
"033246","14","NOT DEFINED",,,
"033246","15","NOT DEFINED",,,
"033246","16","NOT DEFINED",,,
"033246","17","NOT DEFINED",,,
"033246","18","NOT DEFINED",,,
"033246","19","NOT DEFINED",,,
"033246","20","NOT DEFINED",,,
"033246","21","NOT DEFINED",,,
"033246","22","NOT DEFINED",,,
"033246","23","NOT DEFINED",,,
"033246","24","NOT DEFINED",,,
"033246","25","NOT DEFINED",,,
"033246","26","NOT DEFINED",,,
"033246","27","NOT DEFINED",,,
"033246","28","NOT DEFINED",,,
"033246","29","NOT DEFINED",,,
"033246","30","NOT DEFINED",,,
"033247","1","NOT DEFINED",,,
"033247","2","NOT DEFINED",,,
"033247","3","NOT DEFINED",,,
"033247","4","NOT DEFINED",,,
"033247","5","NOT DEFINED",,,
"033247","6","NOT DEFINED",,,
"033247","7","NOT DEFINED",,,
"033247","8","NOT DEFINED",,,
"033247","9","NOT DEFINED",,,
"033247","10","NOT DEFINED",,,
"033247","11","NOT DEFINED",,,
"033247","12","NOT DEFINED",,,
"033247","13","NOT DEFINED",,,
"033247","14","NOT DEFINED",,,
"033247","15","NOT DEFINED",,,
"033247","16","NOT DEFINED",,,
"033247","17","NOT DEFINED",,,
"033247","18","NOT DEFINED",,,
"033247","19","NOT DEFINED",,,
"033247","20","NOT DEFINED",,,
"033247","21","NOT DEFINED",,,
"033247","22","NOT DEFINED",,,
"033247","23","NOT DEFINED",,,
"033247","24","NOT DEFINED",,,
"033247","25","NOT DEFINED",,,
"033247","26","NOT DEFINED",,,
"033247","27","NOT DEFINED",,,
"033247","28","NOT DEFINED",,,
"033247","29","NOT DEFINED",,,
"033247","30","NOT DEFINED",,,
"033248","1","NOT DEFINED",,,
"033248","2","NOT DEFINED",,,
"033248","3","NOT DEFINED",,,
"033248","4","NOT DEFINED",,,
"033248","5","NOT DEFINED",,,
"033248","6","NOT DEFINED",,,
"033248","7","NOT DEFINED",,,
"033248","8","NOT DEFINED",,,
"033248","9","NOT DEFINED",,,
"033248","10","NOT DEFINED",,,
"033248","11","NOT DEFINED",,,
"033248","12","NOT DEFINED",,,
"033248","13","NOT DEFINED",,,
"033248","14","NOT DEFINED",,,
"033248","15","NOT DEFINED",,,
"033248","16","NOT DEFINED",,,
"033248","17","NOT DEFINED",,,
"033248","18","NOT DEFINED",,,
"033248","19","NOT DEFINED",,,
"033248","20","NOT DEFINED",,,
"033248","21","NOT DEFINED",,,
"033248","22","NOT DEFINED",,,
"033248","23","NOT DEFINED",,,
"033248","24","NOT DEFINED",,,
"033248","25","NOT DEFINED",,,
"033248","26","NOT DEFINED",,,
"033248","27","NOT DEFINED",,,
"033248","28","NOT DEFINED",,,
"033248","29","NOT DEFINED",,,
"033248","30","NOT DEFINED",,,
"033249","1","NOT DEFINED",,,
"033249","2","NOT DEFINED",,,
"033249","3","NOT DEFINED",,,
"033249","4","NOT DEFINED",,,
"033249","5","NOT DEFINED",,,
"033249","6","NOT DEFINED",,,
"033249","7","NOT DEFINED",,,
"033249","8","NOT DEFINED",,,
"033249","9","NOT DEFINED",,,
"033249","10","NOT DEFINED",,,
"033249","11","NOT DEFINED",,,
"033249","12","NOT DEFINED",,,
"033249","13","NOT DEFINED",,,
"033249","14","NOT DEFINED",,,
"033249","15","NOT DEFINED",,,
"033249","16","NOT DEFINED",,,
"033249","17","NOT DEFINED",,,
"033249","18","NOT DEFINED",,,
"033249","19","NOT DEFINED",,,
"033249","20","NOT DEFINED",,,
"033249","21","NOT DEFINED",,,
"033249","22","NOT DEFINED",,,
"033249","23","NOT DEFINED",,,
"033249","24","BLACKLISTED DUE TO FIRST GUESS DEPARTURE",,,
"033249","25","BLACKLISTED DUE TO OBSERVED VALUE",,,
"033249","26","BLACKLISTED DUE TO TYPE OF VERTICAL COORDINATE",,,
"033249","27","BLACKLISTED DUE TO DISTANCE FROM REFERENCE POINT",,,
"033249","28","BLACKLISTED DUE TO PRESSURE CODE",,,
"033249","29","VARIABLE BLACKLISTED",,,
"033249","30","PRESSURE BLACKLISTED",,,
"033252","0","AUTOMATIC QUALITY CONTROL PASSED AND NOT MANUALLY CHECKED",,,
"033252","1","AUTOMATIC QUALITY CONTROL PASSED AND MANUALLY CHECKED AND PASSED",,,
"033252","2","AUTOMATIC QUALITY CONTROL PASSED AND MANUALLY CHECKED AND DELETED",,,
"033252","3","AUTOMATIC QUALITY CONTROL FAILED AND MANUALLY NOT CHECKED",,,
"033252","4","AUTOMATIC QUALITY CONTROL FAILED AND MANUALLY CHECKED AND FAILED",,,
"033252","5","AUTOMATIC QUALITY CONTROL FAILED AND MANUALLY CHECKED AND RE-INSERTED",,,
"033252","6","AUTOMATIC QUALITY CONTROL FLAGGED DATA AS QUESTIONABLE AND NOT MANUALLY CHECCKED",,,
"033252","7","AUTOMATIC QUALITY CONTROL FLAGGED DATA AS QUESTIONABLE""    AND MANUALLY CHECKED AND FAILED",,,
"033252","8","MANUALLY CHECKED AND FAILED",,,
"033252","15","MISSING VALUE",,,
"033254","1","U DEPARTURE FROM GUESS",,,
"033254","2","V DEPARTURE FROM GUESS",,,
"033254","3","U & V DEPARTURE FROM GUESS",,,
"033254","4","U ACCELERATION",,,
"033254","5","V ACCELERATION",,,
"033254","6","U & V ACCELERATION",,,
"033254","7","POSSIBLE LAND FEATURE",,,
"033254","8","U ACCELERATION AND POSSIBLE LAND FEATURE",,,
"033254","9","V ACCELERATION AND POSSIBLE LAND FEATURE",,,
"033254","10","U & V ACCELERATION AND POSSIBLE LAND FEATURE",,,
"033254","11","BAD WIND GUESS",,,
"033254","12","CORRELATION FAILURE",,,
"033254","13","SEARCH BOX OFF EDGE OF AREA",,,
"033254","14","TARGET BOX OFF EDGE OF AREA",,,
"033254","15","PIXEL BRIGHTNESS OUT OF BOUNDS (NOISY LINE)",,,
"033254","16","TARGET OUTSIDE OF LAT/LONG BOX",,,
"033254","17","TARGET OUTSIDE OF PRESSURE MIN/MAX",,,
"033254","18","AUTOEDITOR FLAGGED SLOW VECTOR",,,
"033254","19","AUTOEDITOR FLAGGED VECTORS",,,
"049193","1","EXELLENT (COST LESS THAN 0.1)",,,
"049193","2","GOOD (COST LESS THAN 0.5)",,,
"049193","3","QUESTIONABLE (COST LARGER THAN 0.5)",,,
"049193","4","RESULTS UNTABLE",,,
"049193","5","OBSERVED SAR SPECTRUM REJECTED",,,
"049193","6","WAM FIRST GUESS REJECTED",,,
"049193","7","SIMULATED SAR REJECTED",,,
"049193","8","NO AZIMUTH CUT-OFF ADJUSTMENT",,,
"049193","9","RESERVED",,,
"049193","10","RESERVED",,,
"049193","11","RESERVED",,,
"049193","12","RESERVED",,,
"049193","13","RESERVED",,,
"049193","14","RESERVED",,,
"049194","1","PASSED QUALITY CONTROL",,,
"049194","2","OUTSIDE TIME WINDOW",,,
"049194","3","ABOVE LAND",,,
"049194","4","OUTSIDE ENTIRE GRID",,,
"049194","5","WAVE HEIGHT OUT OF RANGE",,,
"049194","6","TOO HIGH ALONG TRACK JUMP",,,
"049194","7","TOO SHORT ALONG TRACK JUMP",,,
"049194","8","TOO HIGH ALONG TRACK VARIANCE",,,
"049194","9","OUTSIDE CONFIDENCE LIMIT",,,
"049194","10","DOUBLE OBSERVATION",,,
"049194","11","PEAKINESS ABOVE THRESHOLD",,,
"049194","12","RESERVED",,,
"049194","13","RESERVED",,,
"049194","14","RESERVED",,,
"008079","0","NORMAL ISSUE",,,
"008079","1","CORRECTION TO A PREVIOUSLY ISSUED PRODUCT (COR)",,,
"008079","2","AMENDMENT TO A PREVIOUSLY ISSUED PRODUCT (AMD)",,,
"008079","3","CORRECTION TO A PREVIOUSLY ISSUED AMENDED PRODUCT (COR AMD)",,,
"008079","4","CANCELLATION OF A PREVIOUSLY ISSUED PRODUCT (CNL)",,,
"008079","5","NO PRODUCT AVAILABLE (NIL)",,,
"008079","6","SPECIAL REPORT (SPECI)",,,
"008079","7","CORRECTED SPECIAL REPORT (SPECI COR)",,,
"008193","0","START TIME OF ORBIT",,,
"008193","1","END TIME OF ORBIT",,,
"008193","2","TIME OF ASCENDING NODE",,,
"008193","3","ASSIMILATION TIME",,,
"008193","4","START TIME OF ASSIMILATION",,,
"008193","5","END TIME OF ASSIMLATION",,,
"008193","63","MISSING",,,
"008195","1","FIRST GUESS",,,
"008195","2","ANALYSIS",,,
"008195","3","INITIALISED ANALYSIS",,,
"008195","4","OI ANALYSIS",,,
"008195","5","3 D VARIATIONAL ANALYSIS",,,
"008195","6","4 D VARIATIONAL ANALYSIS",,,
"008195","7","3 D VARIATIONAL GRADIENTS",,,
"008195","8","4 D VARIATIONAL GRADIENTS",,,
"008195","9","FORECAST",,,
"008195","10","CONTROL FORECAST",,,
"008195","11","PERTURBED FORECAST",,,
"008195","12","ERRORS IN FIRST GUESS",,,
"008195","13","ERRORS IN ANALYSIS",,,
"008195","14","CLUSTER MEANS",,,
"008195","15","CLUSTER STANDARD DEVIATIONS",,,
"008195","16","FORECAST PROBABILITIES",,,
"008195","17","ENSEMBLE MEANS",,,
"008195","18","ENSEMBLE STANDARD DEVIATIONS",,,
"008195","19","FORECAST ACCUMULATIONS",,,
"008195","20","CLIMATOLOGY",,,
"008195","21","CLIMATE SIMULATION",,,
"008195","30","OBSERVATIONS",,,
"008195","31","QUALITY CONTROL",,,
"008195","32","DIFFERENCE STATISTICS",,,
"008195","40","IMAGE DATA",,,
"008195","50","SENSITIVITY GRADIENTS",,,
"008195","51","TRAJECTORY FORECAST",,,
"008195","52","SENSITIVITY FORECAST",,,
"008195","60","PERTURBED ANALYSIS",,,
"008195","61","PERTURBATION",,,
"008195","62","SINGULAR VECTOR",,,
"008195","127","MISSING VALUE",,,
